customer_id,email_open_rate,push_notification_ctr,customer_service_tickets,return_rate,nps_score,delivery_rating,cart_abandonment_count,days_since_last_purchase
C13019,0.208,0.054,3,0.137,8.0,4.1,0,1
C13020,0.232,0.063,2,0.001,,3.6,1,27
C13021,0.119,0.042,1,0.27,3.0,,8,279
C13022,0.227,0.057,0,0.136,,,1,66
C13023,0.305,0.007,0,0.09,6.0,4.0,4,8
C13024,0.285,0.019,3,0.132,8.0,,4,46
C13025,0.076,0.0,1,0.192,2.0,,11,112
C13026,0.099,0.008,0,0.0,1.0,,2,161
C13027,0.003,0.009,3,0.088,5.0,,11,156
C13028,0.196,0.08,2,0.057,,3.5,2,33
C13029,0.122,0.064,1,0.101,7.0,4.4,1,14
C13030,0.236,0.079,1,0.092,9.0,5.0,5,44
C13031,0.211,0.051,0,0.054,8.0,4.0,5,53
C13032,0.19,0.064,0,0.049,9.0,5.0,5,26
C13033,0.174,0.094,2,0.047,,,1,60
C13034,0.251,0.098,4,0.068,10.0,4.7,3,46
C13035,0.229,0.051,0,0.09,7.0,4.2,0,78
C13036,0.069,0.0,0,0.293,,,7,109
C13037,0.302,0.0,2,0.109,7.0,3.6,2,4
C13038,0.21,0.071,1,0.068,7.0,4.3,4,14
C13039,0.128,0.01,0,0.089,,4.2,2,66
C13040,0.325,0.047,3,0.083,7.0,,2,8
C13041,0.146,0.064,1,0.101,8.0,,1,27
C13042,0.253,0.068,2,0.072,8.0,4.4,3,65
C13043,0.065,0.0,2,0.033,5.0,,6,91
C13044,0.0,0.076,0,0.026,10.0,4.1,5,45
C13045,0.283,0.105,3,0.054,5.0,,1,5
C13046,0.291,0.119,0,0.035,8.0,4.0,5,17
C13047,0.139,0.059,1,0.009,9.0,5.0,0,81
C13048,0.11,0.052,0,0.062,7.0,3.9,1,15
C13049,0.079,0.015,0,0.186,,2.7,4,365
C13050,0.101,0.0,0,0.219,2.0,2.9,6,105
C13051,0.136,0.083,0,0.011,7.0,,2,59
C13052,0.044,0.018,3,0.178,,4.0,2,289
C13053,0.316,0.098,0,0.012,7.0,4.3,0,61
C13054,0.114,0.0,1,0.033,9.0,3.9,0,14
C13055,0.164,0.048,0,0.129,8.0,4.3,3,76
C13056,0.147,0.006,1,0.003,5.0,3.3,1,18
C13057,0.328,0.064,0,0.041,8.0,4.6,0,35
C13058,0.059,0.028,0,0.205,,2.8,6,133
C13059,0.243,0.068,1,0.023,5.0,,5,20
C13060,0.077,0.045,0,0.09,8.0,1.9,3,201
C13061,0.103,0.0,4,0.211,6.0,,7,365
C13062,0.333,0.077,1,0.037,,3.7,0,51
C13063,0.226,0.028,1,0.116,4.0,4.6,4,74
C13064,0.0,0.074,1,0.139,6.0,4.1,1,6
C13065,0.275,0.094,1,0.029,,4.3,5,37
C13066,0.224,0.088,0,0.0,9.0,4.6,0,64
C13067,0.12,0.113,0,0.086,7.0,4.4,0,40
C13068,0.203,0.07,1,0.038,7.0,4.1,1,43
C13069,0.211,0.083,3,0.04,7.0,5.0,4,13
C13070,0.166,0.029,2,0.186,2.0,3.8,8,247
C13071,0.075,0.024,0,0.133,,4.0,6,174
C13072,0.252,0.092,2,0.122,7.0,,3,41
C13073,0.114,0.112,0,0.152,6.0,,3,87
C13074,0.227,0.037,1,0.134,,3.7,5,4
C13075,0.249,0.036,1,0.073,9.0,3.9,3,16
C13076,0.104,0.062,0,0.14,6.0,3.9,1,2
C13077,0.268,0.037,2,0.082,9.0,4.2,4,78
C13078,0.198,0.025,2,0.139,,4.2,4,63
C13079,0.055,0.012,0,0.29,6.0,1.4,2,104
C13080,0.133,0.001,0,0.326,6.0,2.5,3,242
C13081,0.106,0.025,1,0.153,,2.5,10,156
C13082,0.143,0.016,1,0.183,,,7,133
C13083,0.27,0.063,3,0.022,9.0,3.9,5,8
C13084,0.274,0.115,3,0.142,8.0,3.9,1,27
C13085,0.296,0.025,0,0.049,7.0,4.1,5,69
C13086,0.256,0.022,1,0.077,,4.1,5,36
C13087,0.16,0.04,0,0.111,,4.5,5,8
C13088,0.266,0.022,4,0.09,6.0,3.6,0,7
C13089,0.163,0.037,1,0.013,8.0,4.0,3,6
C13090,0.134,0.085,3,0.058,9.0,,3,44
C13091,0.131,0.053,0,0.074,8.0,3.9,1,49
C13092,0.389,0.041,0,0.075,9.0,4.5,4,47
C13093,0.158,0.077,1,0.114,8.0,4.5,5,22
C13094,0.074,0.05,3,0.268,,,9,231
C13095,0.254,0.007,1,0.023,9.0,5.0,4,65
C13096,0.189,0.094,4,0.054,7.0,4.3,0,24
C13097,0.052,0.083,2,0.041,5.0,4.6,4,37
C13098,0.299,0.0,1,0.096,8.0,4.5,4,34
C13099,0.15,0.033,1,0.078,4.0,4.4,1,8
C13100,0.197,0.126,0,0.0,,4.2,4,2
C13101,0.246,0.071,1,0.093,,5.0,5,37
C13102,0.232,0.067,3,0.051,8.0,,0,39
C13103,0.194,0.073,1,0.063,6.0,,2,63
C13104,0.054,0.091,0,0.082,7.0,4.2,5,66
C13105,0.157,0.031,4,0.245,,,10,163
C13106,0.229,0.021,1,0.153,8.0,,4,65
C13107,0.054,0.028,1,0.214,,,2,365
C13108,0.283,0.097,2,0.013,8.0,3.9,5,46
C13109,0.27,0.125,0,0.038,,4.0,1,0
C13110,0.181,0.016,0,0.333,,2.0,5,365
C13111,0.161,0.03,1,0.048,3.0,3.7,5,14
C13112,0.052,0.017,1,0.322,,3.3,10,168
C13113,0.108,0.066,4,0.082,6.0,3.8,2,21
C13114,0.185,0.005,1,0.096,8.0,4.1,1,36
C13115,0.154,0.124,0,0.079,5.0,,1,14
C13116,0.282,0.079,3,0.121,8.0,3.6,1,60
C13117,0.292,0.03,2,0.014,5.0,5.0,1,33
C13118,0.203,0.12,0,0.034,8.0,4.1,3,41
C13119,0.159,0.094,0,0.0,6.0,4.3,3,26
C13120,0.106,0.019,0,0.145,6.0,1.8,5,277
C13121,0.114,0.035,1,0.095,,4.9,1,52
C13122,0.075,0.018,2,0.046,,,6,299
C13123,0.177,0.072,1,0.062,9.0,3.4,1,23
C13124,0.035,0.018,0,0.026,9.0,5.0,5,56
C13125,0.093,0.041,3,0.06,2.0,,7,126
C13126,0.084,0.016,1,0.098,4.0,2.5,11,132
C13127,0.156,0.042,0,0.084,5.0,4.7,5,10
C13128,0.258,0.096,1,0.11,7.0,3.4,1,61
C13129,0.115,0.013,1,0.189,,1.6,4,194
C13130,0.067,0.037,2,0.278,,,6,194
C13131,0.132,0.022,1,0.107,7.0,,9,129
C13132,0.385,0.118,1,0.0,5.0,4.2,4,3
C13133,0.128,0.014,0,0.146,7.0,,6,140
C13134,0.13,0.0,0,0.083,8.0,4.5,3,55
C13135,0.264,0.068,1,0.147,9.0,4.2,5,60
C13136,0.191,0.093,1,0.0,8.0,,4,52
C13137,0.248,0.037,3,0.001,10.0,,3,28
C13138,0.237,0.014,1,0.0,,4.2,4,21
C13139,0.019,0.045,0,0.124,2.0,2.8,6,95
C13140,0.234,0.035,1,0.104,9.0,4.7,0,30
C13141,0.222,0.047,2,0.084,7.0,,2,60
C13142,0.219,0.024,0,0.055,6.0,3.5,3,61
C13143,0.193,0.072,0,0.07,7.0,4.5,4,0
C13144,0.115,0.063,1,0.093,,3.8,8,136
C13145,0.172,0.047,1,0.014,9.0,4.8,5,42
C13146,0.215,0.055,0,0.046,6.0,4.1,1,21
C13147,0.131,0.043,3,0.08,2.0,2.5,8,92
C13148,0.179,0.037,1,0.077,10.0,4.7,2,86
C13149,0.269,0.065,1,0.0,7.0,4.7,1,15
C13150,0.153,0.027,5,0.008,3.0,2.6,5,365
C13151,0.072,0.006,3,0.243,,3.1,2,99
C13152,0.129,0.048,4,0.056,9.0,5.0,4,61
C13153,0.282,0.056,0,0.048,8.0,4.3,1,0
C13154,0.153,0.087,0,0.113,6.0,4.7,5,56
C13155,0.161,0.0,2,0.157,,,11,189
C13156,0.107,0.018,4,0.097,9.0,3.4,3,31
C13157,0.105,0.015,3,0.146,,1.6,10,258
C13158,0.271,0.059,2,0.12,6.0,3.8,5,47
C13159,0.122,0.0,1,0.033,5.0,,6,110
C13160,0.334,0.09,0,0.144,6.0,,3,38
C13161,0.311,0.036,0,0.014,,4.3,2,65
C13162,0.143,0.031,4,0.106,8.0,4.5,3,50
C13163,0.273,0.125,3,0.097,6.0,3.3,2,1
C13164,0.211,0.055,1,0.059,6.0,3.8,2,60
C13165,0.05,0.023,2,0.302,,1.1,5,122
C13166,0.264,0.066,0,0.112,,4.1,5,56
C13167,0.161,0.071,1,0.032,7.0,3.7,4,31
C13168,0.137,0.017,1,0.309,,3.1,8,130
C13169,0.204,0.043,0,0.192,5.0,,1,12
C13170,0.126,0.023,2,0.207,,,4,126
C13171,0.283,0.03,1,0.093,,4.5,1,59
C13172,0.124,0.092,0,0.083,10.0,4.8,0,1
C13173,0.122,0.057,0,0.056,5.0,4.2,1,25
C13174,0.214,0.05,4,0.006,7.0,,0,9
C13175,0.193,0.02,4,0.14,,3.9,3,34
C13176,0.285,0.053,1,0.0,5.0,,0,28
C13177,0.111,0.026,5,0.218,,2.5,2,152
C13178,0.103,0.102,0,0.074,10.0,4.0,3,1
C13179,0.146,0.082,0,0.037,8.0,5.0,2,23
C13180,0.089,0.03,0,0.197,4.0,2.6,6,109
C13181,0.145,0.026,0,0.04,,4.4,2,40
C13182,0.161,0.031,0,0.05,8.0,3.6,1,55
C13183,0.093,0.009,0,0.245,3.0,,3,101
C13184,0.281,0.055,0,0.009,9.0,4.6,4,8
C13185,0.157,0.098,1,0.107,,4.6,1,10
C13186,0.098,0.023,1,0.295,,,6,365
C13187,0.169,0.072,2,0.079,7.0,,0,50
C13188,0.2,0.057,1,0.065,8.0,4.4,1,34
C13189,0.156,0.109,3,0.103,6.0,4.0,1,11
C13190,0.284,0.079,2,0.154,8.0,3.1,3,1
C13191,0.028,0.034,2,0.139,5.0,2.4,5,146
C13192,0.205,0.072,0,0.07,7.0,5.0,2,54
C13193,0.256,0.065,0,0.155,6.0,5.0,0,26
C13194,0.086,0.018,0,0.236,,,10,292
C13195,0.14,0.029,0,0.323,8.0,,9,181
C13196,0.312,0.081,0,0.036,,4.8,2,56
C13197,0.176,0.059,1,0.118,,3.6,2,42
C13198,0.14,0.003,0,0.027,,4.5,1,10
C13199,0.129,0.071,3,0.12,9.0,4.5,2,65
C13200,0.082,0.015,2,0.397,3.0,3.3,9,289
C13201,0.042,0.0,2,0.2,4.0,2.9,9,103
C13202,0.089,0.021,2,0.002,7.0,,2,108
C13203,0.191,0.099,1,0.038,5.0,3.9,0,25
C13204,0.239,0.098,4,0.099,8.0,4.0,4,14
C13205,0.267,0.1,1,0.03,5.0,4.4,1,61
C13206,0.343,0.04,3,0.084,5.0,4.7,0,11
C13207,0.161,0.042,0,0.097,8.0,3.4,3,47
C13208,0.257,0.04,0,0.042,7.0,3.1,5,14
C13209,0.109,0.052,1,0.0,9.0,3.7,1,9
C13210,0.254,0.046,0,0.098,10.0,3.5,1,22
C13211,0.159,0.073,1,0.0,,4.3,5,53
C13212,0.269,0.108,1,0.109,5.0,3.0,2,30
C13213,0.183,0.048,2,0.109,10.0,4.7,5,2
C13214,0.048,0.0,3,0.098,4.0,,7,293
C13215,0.291,0.03,5,0.108,7.0,4.1,4,14
C13216,0.243,0.045,1,0.081,5.0,4.3,2,45
C13217,0.362,0.1,0,0.098,7.0,3.7,1,13
C13218,0.11,0.03,0,0.02,,4.6,0,40
C13219,0.28,0.084,4,0.096,10.0,3.3,4,23
C13220,0.15,0.016,0,0.023,6.0,4.5,3,74
C13221,0.278,0.051,0,0.071,,3.8,1,25
C13222,0.27,0.083,1,0.066,,3.6,2,40
C13223,0.089,0.007,1,0.213,5.0,2.3,5,133
C13224,0.14,0.049,0,0.06,,,7,206
C13225,0.12,0.023,2,0.563,,1.2,6,266
C13226,0.324,0.059,1,0.073,9.0,,4,2
C13227,0.087,0.02,0,0.07,,,3,125
C13228,0.106,0.025,1,0.231,,,7,304
C13229,0.062,0.039,1,0.158,,2.3,6,195
C13230,0.023,0.002,3,0.023,,4.9,9,183
C13231,0.033,0.037,0,0.204,,4.0,10,92
C13232,0.067,0.0,0,0.206,,2.7,10,186
C13233,0.194,0.055,1,0.06,10.0,3.2,0,10
C13234,0.369,0.079,0,0.014,,,5,79
C13235,0.281,0.048,0,0.073,6.0,4.1,2,2
C13236,0.077,0.009,0,0.107,6.0,4.4,1,16
C13237,0.183,0.104,0,0.151,6.0,4.0,3,9
C13238,0.294,0.045,1,0.121,,4.9,2,15
C13239,0.015,0.0,0,0.115,6.0,3.0,9,156
C13240,0.267,0.024,2,0.108,8.0,3.5,0,18
C13241,0.189,0.044,0,0.099,6.0,4.4,0,15
C13242,0.396,0.022,2,0.0,6.0,5.0,5,9
C13243,0.352,0.096,0,0.0,,4.7,5,38
C13244,0.262,0.041,2,0.113,,4.1,5,33
C13245,0.045,0.008,1,0.257,7.0,,4,138
C13246,0.061,0.033,4,0.12,5.0,,11,141
C13247,0.255,0.008,1,0.105,8.0,,1,10
C13248,0.109,0.027,2,0.229,,,11,93
C13249,0.0,0.024,2,0.192,,,2,184
C13250,0.027,0.022,4,0.206,,3.9,8,157
C13251,0.221,0.06,0,0.093,,4.4,2,77
C13252,0.027,0.019,5,0.151,,,8,365
C13253,0.154,0.058,3,0.009,9.0,5.0,5,21
C13254,0.214,0.051,1,0.045,,4.8,1,52
C13255,0.312,0.089,4,0.118,,4.6,0,3
C13256,0.183,0.008,1,0.094,7.0,3.8,5,88
C13257,0.246,0.046,0,0.016,8.0,,5,14
C13258,0.161,0.038,3,0.015,6.0,4.4,4,10
C13259,0.105,0.059,1,0.026,8.0,4.6,0,19
C13260,0.099,0.0,4,0.016,,2.5,2,116
C13261,0.16,0.034,0,0.108,,,3,32
C13262,0.372,0.053,1,0.083,5.0,4.9,1,67
C13263,0.115,0.013,0,0.162,6.0,4.4,5,13
C13264,0.277,0.019,0,0.108,8.0,4.6,2,58
C13265,0.0,0.05,1,0.17,6.0,1.8,8,97
C13266,0.061,0.015,1,0.249,,,7,137
C13267,0.298,0.056,2,0.166,,,1,87
C13268,0.216,0.058,0,0.058,,5.0,5,37
C13269,0.116,0.0,1,0.0,,3.8,3,52
C13270,0.283,0.013,1,0.017,6.0,4.1,5,51
C13271,0.256,0.115,2,0.109,10.0,,0,52
C13272,0.251,0.07,0,0.0,4.0,4.3,2,16
C13273,0.212,0.051,2,0.189,,,10,175
C13274,0.118,0.033,0,0.121,6.0,4.1,2,70
C13275,0.282,0.089,0,0.062,7.0,3.4,3,40
C13276,0.18,0.064,1,0.0,8.0,4.0,0,62
C13277,0.058,0.0,0,0.221,1.0,,7,130
C13278,0.236,0.097,0,0.036,,3.8,4,28
C13279,0.283,0.032,1,0.088,7.0,3.1,2,61
C13280,0.139,0.034,0,0.096,6.0,2.9,0,42
C13281,0.154,0.076,5,0.095,,4.2,4,16
C13282,0.158,0.03,2,0.194,,2.7,9,223
C13283,0.216,0.087,0,0.082,,4.2,2,85
C13284,0.242,0.056,0,0.041,,2.9,0,79
C13285,0.106,0.027,0,0.173,,,2,111
C13286,0.146,0.065,0,0.105,7.0,,0,71
C13287,0.014,0.013,2,0.194,4.0,4.2,9,307
C13288,0.141,0.0,0,0.0,6.0,3.4,3,8
C13289,0.323,0.126,0,0.118,,3.7,4,35
C13290,0.035,0.0,2,0.092,5.0,,7,225
C13291,0.281,0.092,1,0.068,5.0,4.4,3,23
C13292,0.453,0.075,0,0.068,8.0,3.2,2,11
C13293,0.048,0.054,1,0.273,2.0,3.1,2,158
C13294,0.167,0.034,1,0.044,6.0,4.3,5,47
C13295,0.221,0.041,1,0.014,8.0,,2,40
C13296,0.0,0.036,1,0.213,3.0,3.1,11,300
C13297,0.243,0.086,3,0.127,6.0,3.8,3,12
C13298,0.137,0.029,0,0.175,,2.7,4,341
C13299,0.111,0.0,3,0.184,2.0,,7,165
C13300,0.326,0.11,0,0.045,,4.4,5,6
C13301,0.063,0.0,3,0.092,1.0,,10,119
C13302,0.0,0.025,2,0.139,,,3,219
C13303,0.204,0.036,0,0.019,7.0,4.8,3,75
C13304,0.156,0.07,0,0.108,9.0,3.9,1,5
C13305,0.294,0.061,0,0.041,9.0,5.0,0,28
C13306,0.255,0.089,5,0.008,4.0,3.9,3,24
C13307,0.044,0.0,2,0.265,,,4,159
C13308,0.298,0.056,2,0.093,5.0,,0,19
C13309,0.105,0.088,1,0.041,,,2,62
C13310,0.0,0.03,1,0.137,5.0,2.4,5,313
C13311,0.174,0.073,0,0.012,,2.6,1,42
C13312,0.26,0.038,2,0.178,5.0,,4,6
C13313,0.286,0.072,2,0.128,7.0,,3,8
C13314,0.315,0.012,5,0.0,,3.7,2,11
C13315,0.116,0.033,2,0.115,7.0,4.5,4,11
C13316,0.154,0.017,2,0.0,5.0,,8,310
C13317,0.177,0.044,2,0.091,7.0,4.9,5,5
C13318,0.163,0.031,1,0.493,,,9,118
C13319,0.126,0.053,2,0.118,,5.0,4,65
C13320,0.296,0.049,0,0.002,10.0,4.9,2,2
C13321,0.236,0.098,0,0.096,,3.4,5,7
C13322,0.054,0.02,4,0.149,,,7,365
C13323,0.231,0.081,1,0.074,7.0,,2,22
C13324,0.206,0.065,2,0.053,8.0,4.6,5,32
C13325,0.081,0.0,1,0.065,4.0,2.1,3,212
C13326,0.077,0.031,0,0.29,4.0,,2,138
C13327,0.162,0.039,1,0.108,9.0,3.3,0,5
C13328,0.0,0.042,2,0.204,,,2,94
C13329,0.21,0.077,0,0.0,8.0,4.5,4,50
C13330,0.025,0.004,4,0.063,,2.1,4,203
C13331,0.018,0.033,0,0.453,4.0,,4,251
C13332,0.192,0.067,0,0.0,8.0,4.7,5,2
C13333,0.185,0.01,2,0.109,,5.0,4,33
C13334,0.023,0.033,1,0.185,,2.1,6,191
C13335,0.224,0.091,0,0.006,,4.2,3,19
C13336,0.233,0.115,1,0.062,7.0,3.5,1,48
C13337,0.263,0.072,2,0.099,8.0,4.2,3,31
C13338,0.185,0.041,4,0.026,,,5,44
C13339,0.114,0.002,3,0.309,2.0,2.6,6,95
C13340,0.0,0.002,2,0.269,,,8,100
C13341,0.056,0.033,4,0.113,,4.0,4,116
C13342,0.307,0.099,2,0.0,,3.2,1,70
C13343,0.09,0.036,2,0.0,3.0,3.3,7,109
C13344,0.205,0.083,2,0.098,7.0,4.0,2,88
C13345,0.153,0.024,2,0.093,3.0,3.7,6,168
C13346,0.093,0.025,1,0.357,4.0,3.5,11,97
C13347,0.225,0.068,2,0.007,6.0,4.6,2,5
C13348,0.252,0.02,1,0.054,8.0,4.8,3,84
C13349,0.218,0.011,4,0.112,6.0,3.7,0,38
C13350,0.155,0.054,1,0.122,7.0,,1,24
C13351,0.106,0.023,0,0.253,,,2,91
C13352,0.16,0.1,2,0.061,,4.3,2,55
C13353,0.109,0.0,1,0.182,,3.4,4,97
C13354,0.151,0.033,1,0.059,6.0,4.9,0,77
C13355,0.034,0.03,4,0.215,,,6,121
C13356,0.205,0.042,1,0.066,,4.5,0,5
C13357,0.0,0.0,0,0.163,,2.6,9,365
C13358,0.222,0.017,0,0.154,,,5,75
C13359,0.079,0.029,4,0.26,7.0,,5,101
C13360,0.056,0.015,1,0.045,5.0,4.5,1,39
C13361,0.306,0.059,3,0.101,9.0,4.2,2,11
C13362,0.207,0.033,0,0.022,,3.9,3,21
C13363,0.045,0.035,3,0.174,,3.3,6,115
C13364,0.121,0.115,0,0.099,7.0,,0,19
C13365,0.247,0.065,0,0.06,8.0,3.8,1,10
C13366,0.016,0.01,1,0.134,4.0,4.3,3,105
C13367,0.031,0.048,1,0.197,,,6,95
C13368,0.028,0.011,0,0.092,,3.3,9,190
C13369,0.25,0.016,1,0.041,,4.6,2,59
C13370,0.114,0.049,1,0.064,,4.2,5,74
C13371,0.297,0.062,1,0.026,5.0,5.0,5,37
C13372,0.078,0.02,0,0.174,,1.7,9,98
C13373,0.291,0.046,3,0.097,5.0,4.1,2,10
C13374,0.078,0.0,2,0.193,5.0,3.9,9,173
C13375,0.088,0.063,5,0.094,,4.4,3,5
C13376,0.326,0.073,1,0.076,7.0,4.2,2,83
C13377,0.161,0.012,2,0.044,6.0,2.1,7,230
C13378,0.255,0.076,0,0.138,9.0,3.8,0,23
C13379,0.038,0.005,1,0.254,,1.1,10,146
C13380,0.123,0.042,0,0.072,8.0,4.2,5,9
C13381,0.252,0.037,0,0.094,5.0,4.3,0,3
C13382,0.332,0.016,1,0.019,7.0,3.5,4,31
C13383,0.146,0.071,2,0.084,,,0,0
C13384,0.073,0.007,1,0.164,,3.7,11,183
C13385,0.182,0.041,1,0.069,8.0,,3,77
C13386,0.143,0.019,0,0.163,8.0,5.0,1,5
C13387,0.217,0.054,1,0.062,8.0,3.8,4,70
C13388,0.093,0.03,0,0.215,5.0,1.9,7,209
C13389,0.264,0.057,1,0.131,,,1,6
C13390,0.236,0.126,5,0.081,,4.9,2,50
C13391,0.256,0.034,0,0.007,8.0,4.3,4,55
C13392,0.116,0.102,2,0.026,4.0,4.7,0,2
C13393,0.234,0.068,1,0.068,7.0,4.1,0,59
C13394,0.075,0.028,2,0.0,,,8,205
C13395,0.065,0.049,3,0.23,,4.8,5,148
C13396,0.223,0.076,3,0.15,7.0,5.0,1,25
C13397,0.103,0.05,4,0.086,5.0,5.0,1,7
C13398,0.253,0.071,0,0.053,9.0,4.7,2,12
C13399,0.18,0.073,0,0.026,10.0,3.5,1,46
C13400,0.312,0.105,2,0.058,7.0,5.0,2,74
C13401,0.282,0.059,0,0.137,5.0,4.7,3,69
C13402,0.257,0.066,0,0.075,,3.0,2,22
C13403,0.207,0.034,1,0.261,4.0,2.6,10,285
C13404,0.058,0.016,2,0.252,0.0,2.1,7,257
C13405,0.26,0.074,0,0.049,,4.2,3,0
C13406,0.122,0.011,0,0.194,6.0,2.2,11,122
C13407,0.265,0.093,1,0.097,6.0,3.9,4,16
C13408,0.035,0.042,0,0.3,0.0,1.1,8,170
C13409,0.278,0.031,2,0.0,9.0,4.7,2,22
C13410,0.177,0.037,3,0.045,7.0,,2,6
C13411,0.13,0.012,2,0.155,5.0,1.2,11,119
C13412,0.12,0.019,3,0.082,,4.1,10,159
C13413,0.142,0.098,0,0.053,9.0,4.3,5,9
C13414,0.158,0.02,4,0.077,7.0,4.3,3,18
C13415,0.0,0.006,2,0.145,6.0,,3,126
C13416,0.232,0.015,0,0.079,5.0,,5,15
C13417,0.238,0.048,0,0.022,6.0,4.3,5,52
C13418,0.3,0.04,2,0.077,,4.4,4,13
C13419,0.07,0.027,1,0.065,7.0,,5,172
C13420,0.212,0.094,4,0.073,6.0,4.9,3,66
C13421,0.184,0.102,1,0.0,8.0,,1,68
C13422,0.007,0.005,2,0.129,3.0,,5,120
C13423,0.231,0.033,1,0.113,8.0,3.8,4,85
C13424,0.071,0.017,3,0.105,,2.3,9,154
C13425,0.3,0.07,5,0.037,,5.0,0,32
C13426,0.032,0.007,5,0.17,2.0,,11,102
C13427,0.164,0.043,1,0.133,,2.8,6,202
C13428,0.274,0.007,1,0.0,7.0,,5,89
C13429,0.168,0.021,2,0.0,7.0,,4,47
C13430,0.242,0.074,3,0.0,5.0,,0,33
C13431,0.267,0.066,2,0.031,7.0,,5,26
C13432,0.301,0.0,2,0.139,7.0,4.2,4,54
C13433,0.243,0.015,2,0.058,8.0,4.5,5,36
C13434,0.254,0.049,0,0.026,7.0,3.7,4,27
C13435,0.247,0.079,3,0.113,9.0,4.1,1,51
C13436,0.131,0.066,3,0.017,6.0,,2,7
C13437,0.227,0.056,0,0.133,7.0,4.5,1,60
C13438,0.217,0.101,3,0.135,,4.6,3,53
C13439,0.167,0.14,0,0.092,,4.7,5,38
C13440,0.272,0.046,1,0.038,9.0,4.6,0,35
C13441,0.154,0.084,2,0.06,8.0,3.7,3,59
C13442,0.177,0.034,0,0.024,8.0,,4,59
C13443,0.231,0.015,1,0.051,9.0,4.8,4,39
C13444,0.106,0.017,4,0.167,5.0,4.3,5,159
C13445,0.178,0.042,0,0.096,,,2,59
C13446,0.102,0.041,2,0.11,,,4,365
C13447,0.136,0.033,2,0.117,8.0,5.0,1,25
C13448,0.265,0.078,0,0.102,6.0,4.0,5,25
C13449,0.127,0.03,3,0.175,,,7,187
C13450,0.202,0.075,4,0.0,8.0,3.7,5,32
C13451,0.291,0.017,0,0.168,6.0,4.1,3,75
C13452,0.162,0.072,2,0.042,8.0,3.7,2,4
C13453,0.286,0.042,4,0.092,7.0,3.5,1,37
C13454,0.221,0.055,0,0.0,,4.8,5,29
C13455,0.079,0.005,1,0.097,4.0,,6,110
C13456,0.278,0.034,0,0.088,,4.2,3,11
C13457,0.239,0.011,3,0.055,7.0,4.8,2,2
C13458,0.053,0.014,4,0.0,,2.1,9,104
C13459,0.408,0.08,0,0.106,8.0,,2,79
C13460,0.214,0.026,2,0.009,7.0,4.1,2,23
C13461,0.14,0.059,0,0.057,6.0,4.7,4,23
C13462,0.062,0.034,4,0.198,,3.2,5,99
C13463,0.245,0.058,0,0.105,,,4,41
C13464,0.347,0.077,5,0.054,,3.9,3,21
C13465,0.303,0.077,0,0.076,6.0,,2,29
C13466,0.237,0.042,2,0.075,,3.8,0,53
C13467,0.072,0.03,1,0.25,,1.6,8,150
C13468,0.274,0.059,1,0.078,,2.9,1,7
C13469,0.311,0.02,0,0.099,7.0,4.8,4,34
C13470,0.0,0.006,0,0.286,2.0,,2,143
C13471,0.286,0.024,1,0.102,10.0,,0,35
C13472,0.276,0.108,1,0.142,,,2,10
C13473,0.16,0.01,1,0.067,6.0,4.0,1,34
C13474,0.0,0.022,1,0.265,3.0,3.1,3,134
C13475,0.01,0.038,2,0.256,6.0,4.1,8,175
C13476,0.187,0.1,2,0.094,6.0,5.0,3,31
C13477,0.074,0.016,3,0.254,1.0,,2,224
C13478,0.12,0.025,1,0.265,,4.4,7,102
C13479,0.142,0.039,0,0.062,,,3,5
C13480,0.0,0.031,3,0.123,2.0,4.2,2,125
C13481,0.375,0.046,1,0.004,7.0,3.5,4,31
C13482,0.191,0.091,1,0.04,,4.1,3,23
C13483,0.116,0.039,2,0.159,,2.2,9,266
C13484,0.119,0.088,0,0.0,7.0,,5,56
C13485,0.269,0.059,3,0.063,7.0,5.0,5,35
C13486,0.157,0.054,0,0.118,,,0,59
C13487,0.184,0.06,0,0.067,,4.5,0,9
C13488,0.204,0.071,0,0.116,,2.9,1,56
C13489,0.306,0.049,3,0.178,5.0,3.7,4,44
C13490,0.21,0.065,0,0.088,4.0,,2,34
C13491,0.203,0.07,3,0.037,6.0,4.9,3,4
C13492,0.352,0.068,1,0.028,9.0,4.2,5,14
C13493,0.241,0.084,3,0.077,7.0,3.6,3,63
C13494,0.207,0.031,1,0.033,8.0,4.0,2,6
C13495,0.168,0.059,0,0.065,7.0,4.6,5,1
C13496,0.154,0.035,5,0.147,8.0,4.6,4,18
C13497,0.01,0.023,1,0.157,,,3,123
C13498,0.218,0.074,5,0.069,3.0,5.0,2,19
C13499,0.229,0.098,0,0.07,5.0,4.1,1,82
C13500,0.02,0.016,2,0.198,5.0,,8,196
C13501,0.089,0.026,4,0.216,,,11,97
C13502,0.274,0.047,5,0.019,3.0,3.0,1,19
C13503,0.024,0.028,1,0.333,3.0,,8,202
C13504,0.005,0.028,2,0.078,3.0,1.0,9,98
C13505,0.022,0.0,2,0.067,,,2,365
C13506,0.13,0.091,0,0.014,,3.4,2,30
C13507,0.205,0.041,1,0.0,7.0,4.6,1,32
C13508,0.138,0.044,2,0.083,7.0,4.4,3,49
C13509,0.061,0.038,2,0.066,0.0,3.3,5,96
C13510,0.063,0.03,0,0.285,,3.2,2,94
C13511,0.147,0.057,5,0.025,6.0,3.7,0,6
